147,6,0.0,1000000.0
146,6,1.0,115.92893
145,6,2.0,117.51472
144,6,3.0,119.1005
143,6,4.0,120.686295
142,7,5.4142137,121.27208
141,8,6.8284273,121.857864
140,8,7.8284273,123.44365
139,9,9.2426405,124.029434
138,9,10.2426405,125.61523
137,10,11.656854,126.20101
136,11,13.071067,126.7868
135,11,14.071067,128.37259
134,12,15.48528,128.95837
133,12,16.48528,130.54416
132,12,17.48528,132.12994
131,12,18.48528,133.71573
130,12,19.48528,135.30151
129,12,20.48528,136.8873
128,13,21.899492,137.47308
127,13,22.899492,139.05887
126,13,23.899492,140.64465
125,13,24.899492,142.23045
124,13,25.899492,143.81624
124,14,26.149492,142.81624
124,15,26.399492,141.81624
124,16,26.649492,140.81624
124,17,26.899492,139.81624
124,18,27.149492,138.81624
124,19,27.399492,137.81624
124,20,27.649492,136.81624
124,21,27.899492,135.81624
124,22,28.149492,134.81624
124,23,28.399492,133.81624
124,24,28.649492,132.81624
124,25,28.899492,131.81624
124,26,29.149492,130.81624
124,27,29.399492,129.81624
124,28,29.649492,128.81624
124,29,29.899492,127.81623
124,30,30.149492,126.81623
124,31,30.399492,125.81623
124,32,30.649492,124.81623
124,33,30.899492,123.81623
124,34,31.149492,122.81623
124,35,31.399492,121.81623
124,36,31.649492,120.81623
124,37,31.899492,119.81623
124,38,32.14949,118.81623
124,39,32.39949,117.81623
124,40,32.64949,116.81623
124,41,32.89949,115.81623
124,42,33.14949,114.81623
124,43,33.39949,113.81623
124,44,33.64949,112.81623
124,45,33.89949,111.81623
124,46,34.14949,110.81623
124,47,34.39949,109.81623
124,48,34.64949,108.81623
124,49,34.89949,107.81623
124,50,35.14949,106.81623
124,51,35.39949,105.81623
124,52,35.64949,104.81623
124,53,35.89949,103.81623
124,54,36.14949,102.81623
124,55,36.39949,101.81623
124,56,36.64949,100.81623
124,57,36.89949,99.81623
124,58,37.14949,98.81623
124,59,37.39949,97.81623
124,60,37.64949,96.81623
124,61,37.89949,95.81623
124,62,38.14949,94.81623
124,63,38.39949,93.81623
124,64,38.64949,92.81623
124,65,38.89949,91.81623
124,66,39.14949,90.81623
124,67,39.39949,89.81623
124,68,39.64949,88.81623
124,69,39.89949,87.81623
124,70,40.14949,86.81623
124,71,40.39949,85.81623
124,72,40.64949,84.81623
124,73,40.89949,83.81623
124,74,41.14949,82.81623
124,75,41.39949,81.81623
124,76,41.64949,80.81623
124,77,41.89949,79.81623
124,78,42.14949,78.81623
124,79,42.39949,77.81623
124,80,42.64949,76.81623
124,81,42.89949,75.81623
124,82,43.14949,74.81623
124,83,43.39949,73.81623
124,84,43.64949,72.81623
124,85,43.89949,71.81623
124,86,44.14949,70.81623
124,87,44.39949,69.81623
124,88,44.64949,68.230446
124,89,44.89949,66.64466
124,90,45.14949,65.058876
124,91,45.39949,63.473087
124,92,45.64949,61.887302
124,93,45.89949,60.301514
124,94,46.14949,58.71573
124,95,46.39949,57.129944
124,96,46.64949,55.544155
124,97,46.89949,53.95837
124,98,47.14949,52.37258
124,99,47.39949,50.786797
124,100,47.64949,49.20101
124,101,47.89949,47.615223
124,102,48.14949,46.029438
124,103,48.39949,44.44365
124,104,48.64949,42.857864
124,105,48.89949,41.27208
124,106,49.14949,39.68629
124,107,49.39949,38.100506
124,108,49.64949,36.514717
124,109,49.89949,34.928932
124,110,50.14949,33.343147
124,111,50.39949,31.757359
124,112,50.64949,30.171574
124,113,50.89949,28.585787
124,114,51.14949,27.0
124,115,51.39949,28.585787
124,116,51.64949,30.171574
124,117,51.89949,31.757359
124,118,52.14949,33.343147
124,119,52.39949,34.928932
125,119,53.39949,33.928932
126,119,54.39949,32.928932
127,119,55.39949,31.928932
128,119,56.39949,30.928932
129,119,57.39949,29.928932
130,119,58.39949,28.928932
131,119,59.39949,27.928932
132,119,60.39949,26.928932
133,119,61.39949,25.928932
134,119,62.39949,24.928932
135,119,63.89949,23.928932
136,119,65.39949,22.928932
137,119,66.89949,21.928932
138,119,68.39949,20.928932
139,119,69.89949,19.928932
140,119,71.39949,18.928932
141,119,72.39949,17.928932
142,118,74.52081,15.343145
143,118,76.02081,14.343145
144,118,77.02081,13.343145
145,118,78.02081,12.343145
146,119,79.43503,12.928932
147,118,80.84924,10.343145
148,118,82.34924,8.7573595
149,118,84.34924,7.1715727
150,118,85.84924,5.5857863
151,117,87.970566,3.0
151,116,89.970566,2.0
151,115,91.470566,1.0
151,114,92.970566,0.0
