11,18,0.0,1000000.0
12,19,2.828427,106.1005
13,20,4.949747,106.686295
14,20,5.949747,108.27208
15,20,6.949747,109.857864
16,19,9.071068,112.44365
17,19,10.571068,114.029434
18,19,11.571068,115.61523
19,19,12.571068,117.20101
20,20,13.985281,117.7868
21,20,14.985281,119.37258
22,20,15.985281,120.95837
23,21,17.399494,121.54416
24,22,18.813707,122.129944
25,22,19.813707,123.71573
26,22,20.813707,125.30151
27,22,21.813707,126.8873
28,22,22.813707,128.47308
28,23,23.063707,127.47309
28,24,23.313707,126.47309
28,25,23.563707,125.47309
28,26,23.813707,124.47309
28,27,24.063707,123.47309
28,28,24.313707,122.47309
28,29,24.563707,121.47309
28,30,24.813707,120.47309
28,31,25.063707,119.47309
28,32,25.313707,118.47309
28,33,25.563707,117.47309
28,34,25.813707,116.47309
28,35,26.188707,115.47309
28,36,26.563707,114.47309
28,37,26.938707,113.47309
28,38,27.438707,112.47309
28,39,27.813707,111.47309
28,40,28.063707,110.47309
28,41,28.313707,109.47309
28,42,28.688707,108.47309
28,43,29.063707,107.47309
28,44,29.438707,106.47309
28,45,29.938707,105.47309
28,46,30.313707,104.47309
28,47,30.563707,103.47309
28,48,30.938707,102.47309
28,49,31.438707,101.47309
28,50,31.813707,100.47309
28,51,32.063705,99.47309
28,52,32.438705,98.47309
28,53,32.938705,97.47309
28,54,33.313705,96.47309
28,55,33.688705,95.47309
28,56,34.063705,94.47309
28,57,34.313705,93.47309
28,58,34.688705,92.47309
28,59,35.063705,91.47309
28,60,35.313705,90.47309
28,61,35.563705,89.47309
28,62,35.938705,88.47309
28,63,36.313705,87.47309
28,64,36.688705,86.47309
28,65,37.063705,85.47309
28,66,37.313705,84.47309
28,67,37.563705,83.47309
28,68,37.813705,82.47309
28,69,38.063705,81.47309
28,70,38.313705,80.47309
28,71,38.563705,79.47309
28,72,38.813705,78.47309
28,73,39.063705,77.47309
28,74,39.313705,76.47309
28,75,39.563705,75.47309
28,76,39.813705,74.47309
28,77,40.063705,73.47309
28,78,40.313705,72.47309
28,79,40.563705,71.47309
28,80,40.813705,70.47309
27,80,41.063705,68.8873
26,80,41.313705,67.30151
25,80,41.563705,65.71573
24,80,41.813705,64.129944
23,80,42.063705,62.544155
22,80,42.313705,60.95837
21,80,42.563705,59.37258
20,80,42.813705,57.786797
19,80,43.063705,56.20101
18,80,43.313705,54.615223
17,80,43.563705,53.029438
16,80,43.813705,51.44365
15,80,44.063705,49.857864
14,80,44.313705,48.27208
13,80,44.563705,46.68629
12,80,44.813705,45.100506
11,80,45.063705,43.514717
10,80,45.313705,41.928932
9,80,45.563705,40.343147
8,80,45.813705,38.75736
7,80,46.063705,37.171574
6,80,46.313705,35.585785
6,81,47.313705,34.585785
6,82,48.313705,33.585785
6,83,49.313705,32.585785
6,84,50.313705,31.585787
6,85,51.313705,30.585787
6,86,52.313705,29.585787
6,87,53.313705,28.585787
6,88,54.313705,27.585787
6,89,55.313705,26.585787
6,90,56.313705,25.585787
6,91,57.313705,24.585787
6,92,58.313705,23.585787
5,93,59.72792,21.0
4,94,61.142136,21.585787
5,95,62.55635,19.0
5,96,63.55635,18.0
5,97,64.55635,17.0
5,98,65.55635,16.0
4,99,66.970566,16.585787
5,100,68.38478,14.0
5,101,69.38478,13.0
5,102,70.38478,12.0
5,103,71.38478,11.0
5,104,72.38478,10.0
5,105,73.38478,9.0
5,106,74.38478,8.0
5,107,75.38478,7.0
5,108,76.38478,6.0
5,109,77.38478,5.0
5,110,78.38478,4.0
5,111,79.38478,3.0
5,112,80.38478,2.0
5,113,81.38478,1.0
5,114,82.38478,0.0
